cgpa,iq_score,tenth_percentage,twelfth_percentage,graduation_percentage,internships,projects,technical_skills_score,communication_score,backlogs,certifications,work_experience_months,branch,placement_status,package_lpa
6.52,108,74.95,71.87,72.8,1,6,2.66,3.36,0,3,0,CSE,Not Placed,
6.23,95,73.3,84.15,49.7,1,2,4.45,6.2,0,2,0,CSE,Placed,4.1
6.65,107,78.79,94.54,75.05,0,2,5.25,7.08,0,2,0,IT,Not Placed,
6.72,100,77.55,71.42,63.77,1,2,8.31,2.42,0,1,0,ME,Not Placed,
4.64,116,76.29,83.16,78.48,1,3,6.44,3.47,1,0,0,ECE,Not Placed,
7.61,82,67.14,86.43,66.54,1,4,9.39,5.58,1,2,1,IT,Not Placed,
5.93,89,88.65,69.25,59.22,0,0,4.58,3.78,0,1,0,ME,Not Placed,
7.31,95,79.05,59.86,68.51,2,1,5.76,6.27,2,0,0,CSE,Placed,7.16
5.7,86,66.77,83.13,78.79,1,3,7.61,7.97,0,1,0,CSE,Placed,7.81
6.9,85,100.0,76.2,73.01,1,5,5.68,3.53,1,0,0,ME,Placed,5.33
6.89,101,93.16,88.44,56.99,0,2,5.33,9.16,0,0,0,CE,Not Placed,
7.17,93,84.76,60.11,59.51,0,1,7.78,,0,2,7,ME,Not Placed,
6.7,97,83.18,71.97,74.62,1,2,8.13,10.0,2,0,0,ME,Not Placed,
6.15,113,71.11,71.62,74.32,0,4,7.91,9.21,1,2,13,CSE,Placed,6.37
6.05,90,75.66,73.81,68.32,1,1,3.23,8.63,1,1,0,IT,Not Placed,
9.8,118,74.42,91.85,86.94,1,4,8.67,6.59,0,2,0,IT,Placed,10.82
7.94,101,81.38,73.98,67.63,0,1,9.68,3.17,0,0,25,CSE,Not Placed,
7.02,89,82.08,59.66,70.14,0,4,8.1,4.87,0,3,0,IT,Placed,6.63
9.0,127,85.86,79.74,83.42,2,2,3.8,8.39,0,0,0,EE,Not Placed,
7.83,91,76.81,69.03,77.99,2,5,5.54,3.75,1,0,0,IT,Not Placed,
5.8,109,80.03,75.78,84.02,0,4,5.25,3.68,1,0,0,CSE,Not Placed,
6.95,129,92.0,56.33,59.32,1,1,7.99,4.6,0,0,0,ECE,Not Placed,
8.59,117,82.99,64.47,63.85,1,1,5.96,3.94,0,2,0,CSE,Not Placed,
5.69,82,72.37,83.39,76.1,1,4,5.39,7.21,1,0,0,IT,Not Placed,
7.95,122,77.09,60.45,59.57,1,3,3.36,6.8,0,0,0,CSE,Not Placed,
7.96,111,76.09,68.47,78.45,0,7,8.11,8.67,2,0,6,ECE,Placed,5.87
5.28,122,72.99,81.72,81.76,3,4,7.82,5.73,0,0,0,CE,Not Placed,
6.32,76,69.64,74.03,84.59,1,2,8.32,9.68,1,1,0,IT,Not Placed,
4.66,97,83.09,80.66,78.47,0,1,6.26,5.74,0,1,0,ME,Not Placed,
6.76,86,89.53,85.45,78.29,0,0,9.07,7.27,0,1,0,CSE,Placed,8.69
8.22,120,84.55,63.55,63.95,0,7,3.18,5.22,0,2,0,CSE,Placed,6.49
6.27,118,85.11,86.74,70.14,2,1,6.01,6.56,0,1,0,ECE,Placed,5.33
7.35,91,82.54,96.32,67.11,1,6,5.81,7.09,1,1,0,CE,Placed,4.23
7.65,118,85.71,76.83,73.43,0,3,8.47,7.35,1,1,0,IT,Not Placed,
7.23,110,98.44,77.81,69.38,0,2,6.06,4.32,1,0,2,ECE,Placed,4.9
4.8,104,68.9,76.95,77.68,1,1,6.76,5.04,0,0,0,IT,Not Placed,
7.7,87,78.55,79.41,68.46,1,4,1.96,4.42,1,1,0,EE,Not Placed,
6.0,97,73.1,78.56,88.54,4,3,6.17,6.17,0,1,1,CSE,Placed,5.81
6.36,97,79.39,77.63,71.05,1,5,2.66,4.1,2,2,0,CSE,Not Placed,
7.45,80,72.0,74.91,65.89,2,4,5.18,8.8,2,0,0,IT,Not Placed,
8.02,94,81.3,84.02,64.75,2,2,7.2,5.38,1,0,0,ECE,Placed,7.86
5.04,70,80.99,85.3,74.89,2,2,8.14,7.11,0,0,0,CSE,Not Placed,
7.87,127,68.23,63.1,63.21,0,4,5.36,6.44,0,0,0,EE,Placed,4.77
6.34,101,93.22,60.46,71.14,3,4,8.81,4.61,0,0,0,CE,Placed,6.2
6.91,116,76.62,72.07,60.49,0,1,6.01,5.26,0,0,0,IT,Not Placed,
6.27,83,55.97,72.29,66.73,2,4,6.38,6.64,1,1,0,IT,Not Placed,
6.88,70,61.5,73.91,83.13,0,3,4.57,6.34,0,2,0,CE,Not Placed,
4.0,105,70.7,60.88,78.7,1,2,6.74,5.39,0,1,0,EE,Not Placed,
7.39,82,63.31,82.88,68.91,0,2,6.27,8.49,0,1,0,CSE,Placed,7.06
8.09,70,61.7,79.33,76.86,0,3,8.05,4.92,0,0,0,CSE,Placed,7.05
6.36,99,100.0,70.93,69.93,2,1,3.67,4.7,0,1,0,IT,Placed,5.9
8.29,89,91.74,68.74,80.91,1,0,10.0,4.67,0,1,0,CSE,Placed,9.62
6.53,138,61.21,66.54,68.83,2,2,6.64,9.1,1,0,0,IT,Not Placed,
8.43,122,83.82,71.19,57.46,1,4,8.89,6.38,0,1,0,ME,Placed,8.73
6.83,104,71.58,75.96,67.55,2,5,6.46,5.83,0,0,0,CSE,Placed,7.03
6.06,111,82.32,90.7,74.61,1,3,4.18,6.74,0,1,0,ECE,Placed,3.69
7.01,116,66.32,72.83,67.96,3,2,3.32,7.88,0,2,0,ME,Placed,6.86
6.43,96,80.4,76.57,79.21,2,1,2.53,6.23,1,1,0,ECE,Not Placed,
7.14,70,67.97,79.84,60.38,0,1,3.7,6.32,0,4,0,CSE,Not Placed,
8.32,111,81.6,64.78,70.31,3,2,5.79,3.26,0,2,6,EE,Placed,6.92
5.72,99,100.0,66.55,78.53,1,3,6.77,3.42,0,0,3,ME,Not Placed,
7.31,101,83.96,73.66,80.67,0,2,0.0,5.35,0,0,0,ME,Not Placed,
5.82,78,100.0,72.55,64.69,1,3,6.06,6.38,1,1,0,ECE,Placed,3.36
8.22,121,100.0,67.48,77.87,3,5,5.83,7.42,0,0,0,CSE,Placed,8.99
7.24,78,86.46,70.46,60.2,1,4,6.52,5.6,1,2,0,CSE,Not Placed,
7.92,90,94.14,91.61,63.17,1,4,3.42,3.51,0,1,0,ECE,Placed,6.78
6.79,101,82.76,64.34,84.79,1,2,2.97,8.09,2,0,0,IT,Not Placed,
7.38,111,81.16,72.12,65.51,1,2,1.53,7.02,0,1,0,ME,Not Placed,
8.19,82,88.11,82.29,89.07,1,2,5.74,6.18,0,1,0,ECE,Placed,5.45
7.13,115,86.43,67.58,76.34,3,1,7.25,9.54,0,2,0,CSE,Placed,8.06
6.4,94,87.09,70.58,69.7,1,2,4.11,3.47,2,0,0,IT,Not Placed,
7.89,101,94.29,68.46,71.87,0,1,6.73,5.44,1,1,0,CSE,Not Placed,
8.14,112,75.98,78.3,73.82,3,4,7.48,5.27,0,0,3,CSE,Placed,9.49
6.7,108,87.9,64.22,78.93,1,1,2.75,5.19,0,0,0,CSE,Not Placed,
7.07,107,72.79,77.47,67.17,3,5,5.15,6.27,0,0,0,ECE,Placed,7.95
5.78,106,70.06,70.44,78.12,1,3,8.45,6.18,0,1,0,ME,Not Placed,
7.4,70,73.76,92.15,75.31,1,5,6.27,7.13,1,1,0,ECE,Placed,5.28
7.13,100,72.15,68.47,63.21,2,2,7.7,3.85,0,0,0,IT,Not Placed,
7.74,95,61.95,89.67,77.42,1,0,2.17,5.58,0,0,0,CSE,Not Placed,
8.75,112,61.13,73.48,70.15,2,3,6.99,5.34,1,1,0,ECE,Placed,9.39
7.16,87,74.18,72.68,72.11,1,3,4.86,9.54,0,0,0,EE,Not Placed,
6.0,82,89.81,63.78,67.27,1,2,6.25,6.31,1,0,0,CSE,Not Placed,
6.72,108,61.97,71.32,76.41,2,3,6.32,4.13,0,1,0,IT,Not Placed,
7.22,112,69.68,66.42,67.33,1,2,3.23,6.66,0,0,0,EE,Not Placed,
7.36,99,95.98,69.9,80.06,0,1,4.29,4.3,0,2,0,CSE,Placed,6.71
4.0,72,74.93,89.44,76.22,1,4,6.5,2.53,0,1,0,IT,Not Placed,
7.55,100,71.93,61.62,70.12,0,2,7.74,5.0,1,0,0,IT,Not Placed,
6.93,101,73.65,78.57,87.43,0,2,6.73,7.19,1,0,0,IT,Not Placed,
5.18,74,73.45,82.63,58.73,0,6,3.53,6.36,0,0,3,CSE,Not Placed,
7.4,101,90.39,63.57,85.85,1,2,7.03,7.31,1,2,0,CE,Placed,7.48
7.43,92,75.66,63.61,76.92,0,4,5.35,3.53,1,4,0,IT,Placed,6.72
6.38,101,99.1,85.9,79.46,2,1,8.37,4.69,0,0,0,ECE,Placed,4.5
8.95,81,61.03,84.8,72.15,3,3,7.63,7.07,0,1,0,CSE,Placed,9.21
5.76,97,87.2,70.5,66.02,2,7,8.24,5.78,0,3,0,ME,Placed,7.58
7.6,126,67.7,67.06,73.08,1,3,10.0,5.49,0,0,0,ME,Placed,7.2
6.71,109,73.32,77.57,75.22,0,4,3.03,6.88,1,0,0,ECE,Placed,5.8
8.5,98,60.5,73.68,71.22,2,4,6.25,6.3,0,1,1,CSE,Placed,7.83
6.47,70,85.39,85.37,64.73,3,5,6.2,6.96,1,0,0,ECE,Placed,4.21
7.61,93,78.35,75.76,64.61,2,3,6.59,6.83,0,2,0,EE,Placed,9.47
5.7,92,60.09,56.66,75.85,0,2,5.37,7.51,0,4,0,CSE,Not Placed,
7.43,106,59.76,74.93,73.66,4,0,5.85,4.37,1,0,0,EE,Not Placed,
6.48,83,85.77,69.23,77.85,0,1,6.55,5.01,1,0,0,CE,Not Placed,
6.46,123,68.89,60.57,70.22,3,3,3.41,8.59,0,0,0,ME,Placed,4.83
8.81,72,52.79,82.51,59.16,0,1,1.16,,0,1,0,EE,Placed,6.46
7.09,84,77.15,58.57,67.08,1,2,9.04,7.0,1,2,0,ECE,Not Placed,
7.62,99,76.75,78.04,76.69,2,2,4.96,4.61,0,0,0,CSE,Placed,8.29
7.44,107,77.05,81.22,72.02,1,2,4.59,3.85,0,1,0,ECE,Placed,5.19
7.04,99,93.2,62.54,96.21,4,2,7.32,5.89,1,1,0,CSE,Placed,7.59
7.25,120,76.67,67.1,68.94,2,2,6.19,9.43,0,4,0,IT,Placed,9.58
6.71,87,94.5,75.09,82.17,0,3,5.95,9.51,1,1,0,CSE,Placed,5.88
6.48,93,77.04,79.52,48.2,1,0,7.27,7.12,2,3,0,IT,Not Placed,
6.61,101,76.32,71.4,75.69,3,2,4.66,8.44,0,0,0,EE,Not Placed,
6.97,90,93.4,79.94,79.73,1,4,8.24,2.6,1,0,0,CSE,Not Placed,
7.0,112,71.05,70.48,56.6,0,1,1.61,7.66,1,3,0,IT,Not Placed,
8.14,95,75.16,74.43,65.01,3,1,7.95,6.28,1,1,0,IT,Not Placed,
10.0,72,77.68,61.52,79.34,1,4,7.36,6.33,0,1,0,IT,Placed,9.42
6.46,93,75.76,65.41,60.97,1,2,5.67,5.17,1,0,0,EE,Not Placed,
7.07,100,82.67,51.53,81.15,2,3,3.83,6.87,0,0,0,CSE,Not Placed,
5.41,112,70.99,71.97,68.13,0,2,5.02,7.39,1,1,0,ECE,Not Placed,
5.31,94,85.48,70.26,60.09,0,2,5.28,5.39,0,1,0,EE,Not Placed,
7.36,107,85.4,78.03,73.42,1,1,3.15,6.01,1,2,0,ECE,Not Placed,
7.98,120,92.49,67.45,72.46,2,3,5.79,7.57,0,1,0,EE,Placed,6.07
7.67,86,99.87,59.67,70.89,1,2,4.95,6.41,0,2,0,EE,Placed,6.74
7.42,117,76.24,82.7,64.85,0,2,3.79,8.39,1,0,0,CSE,Not Placed,
8.63,70,67.88,74.45,76.7,0,2,9.08,3.53,1,0,0,CSE,Not Placed,
4.94,83,64.58,80.37,72.29,2,1,5.62,7.94,1,2,0,IT,Not Placed,
8.77,92,78.38,80.09,82.72,2,3,6.6,2.61,0,1,0,CSE,Placed,10.0
5.59,114,95.68,79.13,74.23,1,5,5.48,6.19,0,1,0,IT,Placed,5.35
5.95,116,62.89,75.72,57.68,4,4,6.08,3.52,0,0,0,IT,Placed,6.53
7.77,100,56.48,80.04,65.65,2,3,2.59,5.89,3,1,3,CSE,Not Placed,
8.67,100,90.47,67.76,75.46,2,5,4.58,2.71,1,1,0,IT,Not Placed,
7.04,84,61.67,72.63,79.24,0,1,8.85,5.64,0,2,0,ECE,Placed,4.88
6.48,115,65.19,76.6,75.02,2,4,5.0,3.81,1,2,0,IT,Placed,6.97
8.42,112,78.3,70.89,70.61,0,4,6.94,3.72,0,0,0,CE,Placed,5.13
5.48,128,90.42,63.4,81.58,0,1,8.64,3.94,1,0,4,CSE,Not Placed,
6.86,109,67.63,67.45,69.32,1,2,5.66,8.41,0,0,8,EE,Not Placed,
8.73,117,85.64,54.24,71.03,1,4,7.51,6.12,1,1,0,ME,Not Placed,
4.18,102,68.89,85.99,70.01,2,2,8.52,3.59,0,0,0,IT,Not Placed,
6.55,109,94.19,99.07,78.02,2,3,9.1,4.97,0,1,0,CE,Placed,4.52
7.47,117,84.67,70.2,70.27,2,2,9.17,5.27,1,0,0,IT,Placed,9.2
4.49,114,72.15,54.51,85.77,0,2,5.4,6.26,1,2,0,CSE,Not Placed,
7.5,136,96.51,85.43,68.65,1,2,9.11,7.4,0,1,0,CE,Placed,6.38
8.31,118,67.02,86.26,64.48,0,0,7.86,4.44,1,0,0,CSE,Not Placed,
7.5,113,80.21,84.37,63.84,1,1,5.02,5.97,1,1,0,ECE,Placed,7.42
6.64,115,85.61,60.88,65.7,3,1,6.14,4.72,0,2,0,ME,Placed,6.84
6.47,86,65.87,88.73,68.11,2,1,7.91,8.95,0,1,0,IT,Placed,6.4
5.92,97,78.21,83.28,72.68,2,6,5.41,5.2,0,1,0,CSE,Not Placed,
8.9,86,70.51,77.1,62.48,0,3,5.98,2.54,0,0,0,EE,Placed,7.34
8.12,111,76.03,77.8,72.13,0,1,5.86,6.35,0,0,0,ME,Placed,5.95
5.27,109,76.78,82.06,74.94,0,4,4.51,3.23,0,3,0,CSE,Placed,3.4
6.92,111,77.93,76.23,68.59,0,4,10.0,6.67,1,0,0,ME,Placed,8.17
6.82,90,73.66,93.98,66.24,5,4,6.89,5.49,1,2,0,ECE,Placed,8.58
8.24,104,74.79,66.89,71.82,0,2,1.37,6.54,0,2,0,IT,Placed,4.24
5.46,88,71.07,88.8,65.64,1,3,6.52,7.27,0,0,0,IT,Not Placed,
7.96,90,63.82,68.14,85.04,1,1,8.75,8.02,0,0,0,IT,Not Placed,
7.33,111,69.56,76.64,60.84,0,4,6.78,4.98,1,1,0,ME,Placed,5.16
6.58,93,77.34,72.39,79.39,2,0,4.56,,0,1,0,ECE,Not Placed,
6.85,98,71.22,65.57,53.85,3,1,4.15,3.82,1,0,0,CE,Not Placed,
7.68,104,74.66,94.03,71.39,0,3,9.02,5.15,1,1,0,CSE,Not Placed,
7.11,111,77.46,77.65,66.55,1,3,6.44,6.35,0,0,0,ECE,Placed,7.89
6.13,119,81.45,61.49,64.72,1,1,3.74,4.26,0,0,5,EE,Not Placed,
6.22,113,47.37,64.77,74.63,2,3,5.08,5.41,1,2,0,ECE,Not Placed,
6.72,85,92.44,80.23,78.84,2,3,5.14,6.06,0,0,0,CSE,Not Placed,
6.75,98,74.34,78.59,67.15,2,2,6.23,4.6,1,3,5,CSE,Not Placed,
4.77,87,80.03,79.0,76.25,1,4,3.23,4.13,2,0,17,IT,Not Placed,
5.72,119,85.41,66.76,73.33,2,3,4.28,6.75,0,0,0,IT,Not Placed,
8.94,88,98.94,77.01,82.18,2,2,8.41,6.78,0,2,0,CSE,Placed,9.6
5.12,76,75.35,77.71,89.88,0,1,7.2,6.61,0,2,1,ECE,Not Placed,
6.98,106,100.0,76.32,73.31,0,3,6.03,2.39,0,1,0,ECE,Not Placed,
6.54,104,70.81,60.28,79.01,2,3,2.85,4.74,0,2,0,CSE,Placed,4.56
7.22,88,65.32,85.8,68.0,3,0,7.64,6.76,1,2,0,ECE,Not Placed,
6.4,99,83.56,76.09,76.72,2,2,4.89,0.0,0,0,0,CSE,Not Placed,
8.74,113,70.32,74.38,67.64,0,2,6.6,6.76,0,1,0,IT,Placed,9.02
6.98,90,73.9,85.74,81.65,3,5,6.04,8.88,1,2,0,ME,Placed,4.17
5.21,84,85.59,63.23,83.33,0,1,7.07,6.23,1,2,0,ECE,Not Placed,
6.53,116,72.75,79.58,68.35,2,5,3.04,7.32,1,0,0,EE,Not Placed,
8.08,103,76.82,53.03,70.84,1,3,2.9,6.22,0,0,0,IT,Placed,6.74
6.89,132,78.74,50.86,69.24,2,2,3.89,7.43,0,2,0,IT,Placed,6.49
6.53,97,64.64,86.51,75.67,2,3,5.9,7.88,0,0,0,ME,Placed,4.02
6.97,79,81.64,61.22,71.46,0,4,6.91,7.54,1,3,0,CSE,Not Placed,
7.23,112,80.15,89.11,62.98,1,4,4.37,7.86,0,2,0,ME,Placed,4.85
7.51,130,73.98,70.43,87.01,1,3,5.9,4.93,2,1,0,ME,Not Placed,
6.99,98,76.67,85.93,60.38,1,2,6.69,6.09,0,3,23,ECE,Placed,7.38
4.85,106,85.6,57.07,64.34,0,2,4.33,3.47,0,1,0,CSE,Not Placed,
6.88,88,72.67,71.33,69.39,0,1,5.49,3.96,0,2,0,ECE,Placed,6.86
8.03,101,76.07,73.01,79.0,2,1,3.38,5.38,1,1,0,CSE,Not Placed,
7.78,70,72.28,60.42,67.53,0,3,1.79,8.94,0,1,0,ME,Not Placed,
6.36,90,79.34,77.76,79.29,0,3,4.97,5.21,0,0,5,CSE,Not Placed,
6.35,104,81.55,67.32,73.27,0,0,3.85,8.82,0,1,0,ME,Placed,3.11
6.4,95,92.07,68.44,74.75,0,3,4.82,3.52,2,1,0,CSE,Not Placed,
7.23,98,71.45,78.06,82.98,1,8,4.49,8.1,0,0,0,ME,Placed,5.98
7.1,121,71.22,85.13,76.65,2,1,8.05,6.45,1,0,0,ECE,Placed,6.47
6.36,118,78.15,78.41,74.4,2,2,4.96,6.65,0,2,0,IT,Not Placed,
6.13,106,98.74,82.19,76.8,1,0,5.3,7.02,0,1,0,ECE,Not Placed,
6.75,72,73.68,69.13,71.45,3,3,5.02,5.46,0,0,0,CE,Placed,4.05
4.82,130,82.07,88.35,65.64,1,6,5.24,6.37,0,1,0,CSE,Not Placed,
8.46,107,73.5,72.59,57.6,0,1,7.25,7.29,0,1,0,IT,Placed,7.55
7.67,94,68.84,82.64,70.07,0,3,6.95,6.39,0,1,0,ECE,Not Placed,
5.39,104,90.27,82.77,65.15,3,4,4.55,7.63,1,1,0,CSE,Not Placed,
5.01,86,77.84,93.39,67.53,1,2,5.54,8.04,0,0,7,CSE,Placed,3.63
7.95,93,84.73,85.59,65.14,0,2,9.33,6.8,0,1,0,IT,Not Placed,
5.73,118,70.74,74.54,76.58,1,1,6.66,6.6,1,1,0,ECE,Not Placed,
7.96,91,70.13,68.95,66.0,0,4,5.5,4.64,0,2,0,CSE,Not Placed,
7.78,106,75.97,66.53,61.11,1,2,6.31,3.88,0,0,0,CSE,Placed,5.88
8.92,97,78.78,64.8,81.76,1,2,7.47,2.78,0,0,15,IT,Placed,9.52
7.39,103,77.48,88.36,63.82,0,2,3.87,4.2,0,0,12,EE,Not Placed,
6.17,109,66.26,90.61,51.07,2,2,5.4,7.03,0,0,0,CSE,Placed,5.3
7.85,110,85.55,77.43,75.19,2,0,5.96,5.64,1,3,0,ECE,Placed,8.1
7.96,123,74.35,72.45,79.46,2,6,4.46,5.18,1,1,8,CE,Not Placed,
8.02,91,100.0,71.6,75.32,0,3,4.46,8.18,1,1,0,ECE,Placed,7.32
8.61,109,74.73,72.59,60.16,0,5,3.75,7.7,0,0,0,CSE,Placed,9.51
5.14,100,97.67,74.61,83.98,0,3,8.09,7.22,1,1,0,EE,Not Placed,
5.51,94,88.9,75.84,70.97,1,3,4.83,4.93,0,1,17,IT,Not Placed,
7.65,103,73.62,76.81,70.73,0,5,9.59,8.61,0,0,9,ECE,Placed,6.87
7.01,96,84.25,82.42,60.76,1,1,6.31,5.01,1,1,0,IT,Not Placed,
6.82,111,89.7,54.09,60.47,1,3,4.29,7.54,0,0,0,IT,Placed,6.01
8.87,70,84.59,90.01,68.99,0,4,8.33,7.22,0,2,0,ECE,Placed,5.97
7.52,96,74.12,62.0,75.18,1,1,4.03,3.75,0,2,0,IT,Not Placed,
4.68,87,78.42,87.49,71.12,0,1,3.48,5.86,0,1,0,IT,Not Placed,
4.95,95,80.73,73.82,74.18,2,1,4.7,4.41,0,1,23,ECE,Not Placed,
7.25,95,73.53,65.3,84.37,1,4,5.99,6.67,0,1,0,IT,Not Placed,
6.86,107,77.11,82.94,58.76,3,2,5.7,6.24,0,3,0,ECE,Placed,5.41
7.45,85,70.67,79.65,80.17,2,3,4.67,4.28,0,4,0,ECE,Placed,7.16
7.06,87,90.26,88.82,65.65,0,6,5.78,7.81,0,0,0,ME,Placed,5.74
6.1,105,76.25,63.99,65.68,2,1,6.22,5.67,1,0,0,ECE,Not Placed,
7.27,81,70.59,71.82,68.25,1,1,8.14,9.27,0,1,0,IT,Not Placed,
7.11,86,69.83,58.42,67.26,1,2,4.86,3.22,2,1,0,IT,Not Placed,
6.45,96,67.25,76.18,72.64,2,3,6.53,6.24,0,2,0,ECE,Placed,4.91
7.3,111,76.39,75.72,76.26,4,1,7.98,3.91,2,2,0,EE,Not Placed,
6.7,99,70.81,85.45,54.25,3,2,7.2,8.46,1,1,0,ECE,Not Placed,
7.07,99,65.65,58.59,77.41,2,2,8.08,6.36,0,0,0,CE,Placed,6.76
7.98,74,66.3,81.49,82.98,0,3,4.93,5.19,1,2,0,EE,Not Placed,
6.16,89,52.4,74.65,69.51,2,7,4.59,6.02,0,0,0,ECE,Placed,4.29
7.12,97,66.88,60.85,71.24,3,2,8.25,5.93,0,0,0,CSE,Not Placed,
7.33,123,95.95,85.86,80.36,0,2,8.16,10.0,1,3,0,ECE,Placed,8.1
7.12,106,83.22,63.19,63.23,0,1,6.1,7.27,0,1,0,CSE,Placed,3.23
6.96,125,94.33,75.39,76.85,1,3,5.5,6.28,0,2,6,ME,Not Placed,
5.18,126,74.07,82.45,75.8,3,2,5.32,6.0,0,0,0,IT,Not Placed,
7.95,122,58.46,75.38,70.85,1,2,6.51,4.32,0,0,0,CE,Placed,7.94
6.64,93,93.47,64.35,58.81,3,1,4.73,6.77,0,2,0,CSE,Not Placed,
8.34,122,79.54,74.9,66.98,0,1,8.05,2.84,0,1,0,IT,Not Placed,
7.61,104,80.74,87.24,65.4,0,0,8.57,9.01,0,1,0,CSE,Not Placed,
8.61,99,85.82,69.43,85.95,2,2,8.04,5.06,0,2,0,CSE,Placed,10.5
7.85,98,91.37,75.18,73.93,1,3,5.0,10.0,0,0,0,IT,Placed,6.63
6.19,70,74.51,70.13,71.8,2,4,5.37,5.26,1,0,0,ECE,Not Placed,
7.26,70,76.11,70.63,73.48,1,2,10.0,7.67,0,1,0,CSE,Placed,7.98
6.87,103,52.42,73.75,69.84,1,1,4.87,7.45,2,0,0,IT,Not Placed,
6.78,91,80.4,89.07,66.49,2,1,4.56,4.61,0,1,0,ECE,Placed,7.46
7.41,88,67.12,84.55,72.47,2,3,8.25,4.12,1,3,0,EE,Placed,8.61
8.1,103,75.41,100.0,52.57,3,2,8.58,4.86,2,1,0,IT,Placed,9.78
4.73,97,89.88,73.45,79.27,0,1,6.65,4.14,0,1,0,IT,Not Placed,
7.43,97,91.58,68.5,89.77,2,1,8.68,5.75,0,2,0,IT,Placed,7.42
7.77,110,73.95,83.42,66.32,2,4,10.0,5.29,1,1,0,EE,Not Placed,
6.71,96,79.97,90.42,74.8,0,0,10.0,2.59,0,1,2,IT,Not Placed,
7.97,135,61.59,90.55,72.23,2,2,7.33,2.64,0,3,0,IT,Placed,10.05
6.98,115,95.23,69.86,64.86,0,2,6.23,8.02,1,0,6,ECE,Not Placed,
7.64,76,89.92,50.69,88.88,2,1,4.63,7.7,2,1,0,IT,Not Placed,
7.43,111,70.77,57.13,71.22,3,2,6.66,5.47,1,3,1,ME,Placed,6.05
5.89,91,79.37,87.75,67.1,0,1,7.75,10.0,0,1,0,ECE,Not Placed,
5.14,127,82.64,69.51,75.11,1,4,7.86,6.24,1,2,10,ECE,Placed,4.94
5.98,106,75.89,84.53,72.82,0,2,6.36,7.6,0,2,0,CE,Not Placed,
7.38,99,85.18,69.35,65.01,0,3,7.88,6.49,0,0,0,ME,Not Placed,
6.39,70,72.74,72.96,82.48,3,2,5.8,3.96,0,1,0,CSE,Placed,7.58
6.61,100,61.37,64.39,77.53,0,2,5.5,5.54,1,3,0,ECE,Not Placed,
6.05,126,86.98,67.18,79.92,1,4,6.33,5.37,0,0,0,IT,Not Placed,
6.1,87,97.34,68.14,71.92,3,0,9.51,8.43,1,0,0,ECE,Not Placed,
7.17,101,77.51,63.9,62.82,4,3,5.74,4.92,1,0,7,IT,Placed,7.52
7.83,91,78.34,80.03,70.78,4,1,10.0,4.87,0,1,0,CSE,Placed,9.93
7.74,107,66.53,81.34,70.24,0,4,10.0,6.75,0,0,0,IT,Placed,9.27
8.15,90,78.13,81.51,61.33,0,4,3.94,4.57,0,0,0,IT,Placed,5.13
8.78,96,75.47,67.61,49.12,3,2,4.15,5.52,0,1,0,EE,Not Placed,
5.1,89,95.1,73.35,68.42,1,2,6.56,5.97,0,1,0,CSE,Placed,5.43
7.5,90,84.07,64.9,76.19,0,1,2.99,5.63,0,2,0,ECE,Not Placed,
8.49,118,77.05,79.62,73.43,3,3,7.05,9.09,0,3,0,CSE,Placed,7.41
7.13,83,76.0,65.6,63.91,0,4,8.28,6.42,2,0,0,CSE,Not Placed,
8.08,111,76.48,81.37,63.34,4,3,6.42,6.38,0,0,0,EE,Placed,4.99
5.74,97,56.94,71.12,70.84,0,0,6.83,5.79,0,0,4,CSE,Placed,5.02
7.81,78,61.73,89.33,57.96,3,2,6.26,6.21,1,0,3,CSE,Placed,5.6
7.6,84,80.0,79.32,70.18,0,3,6.27,5.98,0,2,0,ME,Not Placed,
5.48,104,66.62,82.18,58.55,3,4,6.67,7.11,2,1,0,CE,Placed,4.67
7.17,71,56.16,82.08,75.19,1,0,6.0,6.25,2,0,0,ECE,Not Placed,
8.24,89,81.76,80.21,68.47,3,2,7.32,8.07,0,2,0,ECE,Placed,8.1
7.46,108,83.38,69.46,68.92,0,2,4.66,5.44,0,0,0,CSE,Not Placed,
6.23,88,99.43,86.04,63.61,1,1,6.96,6.86,0,0,0,ECE,Not Placed,
6.37,89,64.37,80.15,84.78,1,1,5.58,2.26,1,1,0,ECE,Not Placed,
6.74,97,78.76,68.08,63.93,1,0,5.44,6.45,2,2,0,IT,Not Placed,
6.47,114,76.71,70.6,59.51,4,3,4.51,6.26,0,0,0,ME,Placed,5.77
6.9,112,64.8,95.36,74.21,1,1,4.97,8.05,0,1,0,ECE,Placed,5.73
7.83,99,67.84,86.52,78.56,1,3,5.54,5.06,0,0,0,ECE,Placed,6.62
6.81,91,87.06,61.28,70.93,5,4,3.86,5.57,1,0,0,IT,Not Placed,
6.74,95,76.81,73.63,71.43,0,5,7.76,7.44,0,2,0,CSE,Placed,7.16
8.61,70,66.15,72.75,89.06,1,1,9.22,4.91,1,3,0,ECE,Placed,7.68
6.41,98,83.71,85.53,83.94,0,2,4.95,8.71,0,3,0,ECE,Placed,6.62
5.28,97,64.17,68.22,78.96,1,2,3.82,5.92,0,1,0,IT,Not Placed,
5.59,113,83.83,94.45,71.39,2,2,7.81,7.02,2,2,0,CSE,Not Placed,
5.37,86,68.63,81.7,61.63,0,3,6.38,7.72,1,3,0,IT,Placed,4.51
